"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Sep 06 2019","2458732.9999537035","589464001","4.89","5.57e-8","3.67e-8","-2.55","-","158.72","1e-8","0","bin579.log"
"Sep 13 2019","2458739.9999537035","590068801","9.55","6.92e-8","3.16e-8","-2.55","-","160.36","1e-8","0","bin580.log"
"Sep 20 2019","2458746.9999537035","590673601","1.17","< 7.49e-8","-","-","-","159.67","1e-8","0","bin581.log"
"Sep 27 2019","2458753.9999537035","591278401","0","< 1.83e-7","-","-","-","156.92","1e-8","0","bin582.log"
"Oct 04 2019","2458760.9999537035","591883201","0.66","< 8.05e-8","-","-","-","152.79","1e-8","0","bin583.log"
"Oct 11 2019","2458767.9999537035","592488001","1.18","< 6.07e-8","-","-","-","147.85","1e-8","0","bin584.log"
"Oct 18 2019","2458774.9999537035","593092801","1.35","< 8.23e-8","-","-","-","142.48","1e-8","0","bin585.log"
"Oct 25 2019","2458781.9999537035","593697601","5.73","6.34e-8","3.17e-8","-2.55","-","136.87","1e-8","0","bin586.log"
"Nov 01 2019","2458788.9999537035","594302401","0","< 5.69e-8","-","-","-","131.16","1e-8","0","bin587.log"
"Nov 08 2019","2458795.9999537035","594907201","1.04","< 1.41e-7","-","-","-","125.42","1e-8","0","bin588.log"
"Nov 15 2019","2458802.9999537035","595512001","0.12","< 7.88e-8","-","-","-","119.70","1e-8","0","bin589.log"
"Nov 22 2019","2458809.9999537035","596116801","0","< 7.02e-8","-","-","-","114.01","1e-8","0","bin590.log"
"Nov 29 2019","2458816.9999537035","596721601","0.84","< 7.85e-8","-","-","-","108.37","1e-8","0","bin591.log"
"Dec 06 2019","2458823.9999537035","597326401","0.6","< 6.87e-8","-","-","-","102.78","1e-8","0","bin592.log"
"Dec 13 2019","2458830.9999537035","597931201","6.05","6.18e-8","3.25e-8","-2.55","-","97.23","1e-8","0","bin593.log"
"Dec 20 2019","2458837.9999537035","598536001","0.09","< 4.84e-8","-","-","-","91.71","1e-8","0","bin594.log"
"Dec 27 2019","2458844.9999537035","599140801","2.68","< 6.74e-8","-","-","-","86.17","1e-8","0","bin595.log"
"Jan 03 2020","2458851.9999537035","599745601","1.88","< 5.44e-8","-","-","-","80.62","1e-8","0","bin596.log"
"Jan 10 2020","2458858.9999537035","600350401","0.08","< 5.07e-8","-","-","-","75.01","1e-8","0","bin597.log"
"Jan 17 2020","2458865.9999537035","600955201","1.39","< 7.23e-8","-","-","-","69.34","1e-8","0","bin598.log"
"Jan 24 2020","2458872.9999537035","601560001","0","< 5.96e-8","-","-","-","63.61","1e-8","0","bin599.log"
"Jan 31 2020","2458879.9999537035","602164801","2.02","< 9.76e-8","-","-","-","57.81","1e-8","0","bin600.log"
"Feb 07 2020","2458886.9999537035","602769601","0","< 3.42e-8","-","-","-","51.97","1e-8","0","bin601.log"
"Feb 14 2020","2458893.9999537035","603374401","2.66","< 7.95e-8","-","-","-","46.12","1e-8","0","bin602.log"
"Feb 21 2020","2458900.9999537035","603979201","0.65","< 5.43e-8","-","-","-","40.33","1e-8","0","bin603.log"
"Feb 28 2020","2458907.9999537035","604584001","18.04","1.29e-7","3.79e-8","-2.55","-","34.70","1e-8","0","bin604.log"
"Mar 06 2020","2458914.9999537035","605188801","4.27","4.61e-8","2.83e-8","-2.55","-","29.38","1e-8","0","bin605.log"
"Mar 13 2020","2458921.9999537035","605793601","1.23","< 8.00e-8","-","-","-","24.67","1e-8","0","bin606.log"
"Mar 20 2020","2458928.9999537035","606398401","0.29","< 8.21e-8","-","-","-","21.08","1e-8","0","bin607.log"
"Mar 27 2020","2458935.9999537035","607003201","0","< 6.15e-8","-","-","-","19.34","1e-8","0","bin608.log"
"Apr 03 2020","2458942.9999537035","607608001","0","< 6.50e-8","-","-","-","20.01","1e-8","0","bin609.log"
"Apr 10 2020","2458949.9999537035","608212801","0","< 6.03e-8","-","-","-","22.95","1e-8","0","bin610.log"
"Apr 17 2020","2458956.9999537035","608817601","0","< 7.34e-8","-","-","-","27.48","1e-8","0","bin611.log"
"Apr 24 2020","2458963.9999537035","609422401","0","< 7.87e-8","-","-","-","33.00","1e-8","0","bin612.log"
"May 01 2020","2458970.9999537035","610027201","0.56","< 7.70e-8","-","-","-","39.13","1e-8","0","bin613.log"
"May 08 2020","2458977.9999537035","610632001","0.23","< 5.51e-8","-","-","-","45.64","1e-8","0","bin614.log"
"May 15 2020","2458984.9999537035","611236801","5.34","4.96e-8","2.65e-8","-2.55","-","52.41","1e-8","0","bin615.log"
"May 22 2020","2458991.9999537035","611841601","2.3","< 8.54e-8","-","-","-","59.37","1e-8","0","bin616.log"
"May 29 2020","2458998.9999537035","612446401","0","< 4.93e-8","-","-","-","66.46","1e-8","0","bin617.log"
"Jun 05 2020","2459005.9999537035","613051201","0.51","< 5.80e-8","-","-","-","73.64","1e-8","0","bin618.log"
"Jun 12 2020","2459012.9999537035","613656001","1.15","< 4.85e-8","-","-","-","80.89","1e-8","0","bin619.log"
"Jun 19 2020","2459019.9999537035","614260801","1.82","< 6.53e-8","-","-","-","88.16","1e-8","0","bin620.log"
"Jun 26 2020","2459026.9999537035","614865601","0.12","< 5.75e-8","-","-","-","95.43","1e-8","0","bin621.log"
"Jul 03 2020","2459033.9999537035","615470401","18.55","8.78e-8","2.90e-8","-2.55","-","102.67","1e-8","0","bin622.log"
"Jul 10 2020","2459040.9999537035","616075201","0","< 4.72e-8","-","-","-","109.85","1e-8","0","bin623.log"
"Jul 17 2020","2459047.9999537035","616680001","0","< 2.94e-8","-","-","-","116.94","1e-8","0","bin624.log"
"Jul 24 2020","2459054.9999537035","617284801","0.63","< 5.86e-8","-","-","-","123.91","1e-8","0","bin625.log"
"Jul 31 2020","2459061.9999537035","617889601","0.15","< 5.28e-8","-","-","-","130.71","1e-8","0","bin626.log"
"Aug 07 2020","2459068.9999537035","618494401","0.4","< 6.56e-8","-","-","-","137.28","1e-8","0","bin627.log"
"Aug 14 2020","2459075.9999537035","619099201","0.32","< 6.26e-8","-","-","-","143.53","1e-8","0","bin628.log"
"Aug 21 2020","2459082.9999537035","619704001","2.99","< 9.41e-8","-","-","-","149.31","1e-8","0","bin629.log"
"Aug 28 2020","2459089.9999537035","620308801","1.8","< 9.79e-8","-","-","-","154.35","1e-8","0","bin630.log"
"Sep 04 2020","2459096.9999537035","620913601","0.17","< 8.23e-8","-","-","-","158.20","1e-8","0","bin631.log"
"Sep 11 2020","2459103.9999537035","621518401","0","< 4.71e-8","-","-","-","160.24","1e-8","0","bin632.log"
"Sep 18 2020","2459110.9999537035","622123201","1.49","< 7.27e-8","-","-","-","159.96","1e-8","0","bin633.log"
"Sep 25 2020","2459117.9999537035","622728001","2.32","< 9.71e-8","-","-","-","157.53","1e-8","0","bin634.log"
"Oct 09 2020","2459131.9999537035","623937601","0.11","< 7.31e-8","-","-","-","148.77","1e-8","0","bin636.log"
"Oct 16 2020","2459138.9999537035","624542401","0.03","< 6.42e-8","-","-","-","143.45","1e-8","0","bin637.log"
"Oct 23 2020","2459145.9999537035","625147201","1.13","< 9.17e-8","-","-","-","137.88","1e-8","0","bin638.log"
"Oct 30 2020","2459152.9999537035","625752001","0","< 5.37e-8","-","-","-","132.18","1e-8","0","bin639.log"
"Nov 06 2020","2459159.9999537035","626356801","2.6","< 1.22e-7","-","-","-","126.44","1e-8","0","bin640.log"
"Nov 13 2020","2459166.9999537035","626961601","15.88","1.47e-7","5.04e-8","-2.55","-","120.71","1e-8","0","bin641.log"
"Nov 20 2020","2459173.9999537035","627566401","1.79","< 1.13e-7","-","-","-","115.01","1e-8","0","bin642.log"
"Nov 27 2020","2459180.9999537035","628171201","3.74","< 1.15e-7","-","-","-","109.37","1e-8","0","bin643.log"
"Dec 04 2020","2459187.9999537035","628776001","6.9","6.07e-8","2.87e-8","-2.55","-","103.77","1e-8","0","bin644.log"
"Dec 11 2020","2459194.9999537035","629380801","6.78","6.75e-8","3.18e-8","-2.55","-","98.22","1e-8","0","bin645.log"
"Dec 18 2020","2459201.9999537035","629985601","30.28","1.58e-7","4.10e-8","-2.55","-","92.69","1e-8","0","bin646.log"
"Dec 25 2020","2459208.9999537035","630590401","0.28","< 4.87e-8","-","-","-","87.16","1e-8","0","bin647.log"
"Jan 01 2021","2459215.9999537035","631195201","6.4","4.97e-8","2.43e-8","-2.55","-","81.61","1e-8","0","bin648.log"
"Jan 08 2021","2459222.9999537035","631800001","5.18","4.79e-8","2.46e-8","-2.55","-","76.01","1e-8","0","bin649.log"
"Jan 15 2021","2459229.9999537035","632404801","2.86","< 8.67e-8","-","-","-","70.35","1e-8","0","bin650.log"
"Jan 22 2021","2459236.9999537035","633009601","1.59","< 8.37e-8","-","-","-","64.63","1e-8","0","bin651.log"
"Jan 29 2021","2459243.9999537035","633614401","23.39","1.06e-7","3.23e-8","-2.55","-","58.84","1e-8","0","bin652.log"
"Feb 05 2021","2459250.9999537035","634219201","17.81","1.05e-7","3.44e-8","-2.55","-","53.01","1e-8","0","bin653.log"
"Feb 12 2021","2459257.9999537035","634824001","11.11","5.77e-8","2.42e-8","-2.55","-","47.16","1e-8","0","bin654.log"
"Feb 19 2021","2459264.9999537035","635428801","0","< 3.52e-8","-","-","-","41.35","1e-8","0","bin655.log"
"Feb 26 2021","2459271.9999537035","636033601","7.54","7.42e-8","3.28e-8","-2.55","-","35.68","1e-8","0","bin656.log"
"Mar 05 2021","2459278.9999537035","636638401","2.1","< 9.31e-8","-","-","-","30.29","1e-8","0","bin657.log"
"Mar 12 2021","2459285.9999537035","637243201","0","< 3.30e-8","-","-","-","25.44","1e-8","0","bin658.log"
"Mar 19 2021","2459292.9999537035","637848001","0","< 3.35e-8","-","-","-","21.61","1e-8","0","bin659.log"
"Mar 26 2021","2459299.9999537035","638452801","2.98","< 1.16e-7","-","-","-","19.48","1e-8","0","bin660.log"
"Apr 02 2021","2459306.9999537035","639057601","0","< 6.84e-8","-","-","-","19.71","1e-8","0","bin661.log"
"Apr 09 2021","2459313.9999537035","639662401","0.05","< 7.77e-8","-","-","-","22.29","1e-8","0","bin662.log"
"Apr 16 2021","2459320.9999537035","640267201","0","< 3.60e-8","-","-","-","26.59","1e-8","0","bin663.log"
"Apr 23 2021","2459327.9999537035","640872001","0","< 7.07e-8","-","-","-","31.97","1e-8","0","bin664.log"
"Apr 30 2021","2459334.9999537035","641476801","1.33","< 1.32e-7","-","-","-","38.01","1e-8","0","bin665.log"
"May 07 2021","2459341.9999537035","642081601","0","< 5.72e-8","-","-","-","44.46","1e-8","0","bin666.log"
"May 14 2021","2459348.9999537035","642686401","0","< 2.79e-8","-","-","-","51.20","1e-8","0","bin667.log"
"May 21 2021","2459355.9999537035","643291201","1.46","< 8.00e-8","-","-","-","58.13","1e-8","0","bin668.log"
"May 28 2021","2459362.9999537035","643896001","0.94","< 7.53e-8","-","-","-","65.20","1e-8","0","bin669.log"
"Jun 04 2021","2459369.9999537035","644500801","3.08","< 6.77e-8","-","-","-","72.36","1e-8","0","bin670.log"
"Jun 11 2021","2459376.9999537035","645105601","0.79","< 5.33e-8","-","-","-","79.60","1e-8","0","bin671.log"
"Jun 18 2021","2459383.9999537035","645710401","0.08","< 4.61e-8","-","-","-","86.87","1e-8","0","bin672.log"
"Jun 25 2021","2459390.9999537035","646315201","0.09","< 6.80e-8","-","-","-","94.14","1e-8","0","bin673.log"
"Jul 02 2021","2459397.9999537035","646920001","0","< 3.76e-8","-","-","-","101.39","1e-8","0","bin674.log"
"Jul 09 2021","2459404.9999537035","647524801","0","< 3.66e-8","-","-","-","108.58","1e-8","0","bin675.log"
"Jul 16 2021","2459411.9999537035","648129601","3.3","< 6.76e-8","-","-","-","115.69","1e-8","0","bin676.log"
"Jul 23 2021","2459418.9999537035","648734401","0.76","< 6.37e-8","-","-","-","122.68","1e-8","0","bin677.log"
"Jul 30 2021","2459425.9999537035","649339201","1.8","< 6.46e-8","-","-","-","129.52","1e-8","0","bin678.log"
"Aug 06 2021","2459432.9999537035","649944001","4.83","3.57e-8","2.08e-8","-2.55","-","136.13","1e-8","0","bin679.log"
"Aug 13 2021","2459439.9999537035","650548801","2.54","< 9.33e-8","-","-","-","142.45","1e-8","0","bin680.log"
"Aug 20 2021","2459446.9999537035","651153601","0.57","< 6.25e-8","-","-","-","148.33","1e-8","0","bin681.log"
"Aug 27 2021","2459453.9999537035","651758401","8.02","7.00e-8","3.10e-8","-2.55","-","153.53","1e-8","0","bin682.log"
"Sep 03 2021","2459460.9999537035","652363201","15.85","1.03e-7","3.63e-8","-2.55","-","157.63","1e-8","0","bin683.log"
"Sep 10 2021","2459467.9999537035","652968001","0","< 6.32e-8","-","-","-","160.04","1e-8","0","bin684.log"
"Sep 17 2021","2459474.9999537035","653572801","1.58","< 1.09e-7","-","-","-","160.18","1e-8","0","bin685.log"
"Sep 24 2021","2459481.9999537035","654177601","1.16","< 7.74e-8","-","-","-","158.10","1e-8","0","bin686.log"
"Oct 01 2021","2459488.9999537035","654782401","1.33","< 1.28e-7","-","-","-","154.37","1e-8","0","bin687.log"
"Oct 15 2021","2459502.9999537035","655992001","4.94","4.89e-8","2.72e-8","-2.55","-","144.42","1e-8","0","bin689.log"
"Oct 22 2021","2459509.9999537035","656596801","0.06","< 5.93e-8","-","-","-","138.88","1e-8","0","bin690.log"
"Oct 29 2021","2459516.9999537035","657201601","0.77","< 8.81e-8","-","-","-","133.20","1e-8","0","bin691.log"
"Nov 05 2021","2459523.9999537035","657806401","0.08","< 6.22e-8","-","-","-","127.46","1e-8","0","bin692.log"
"Nov 12 2021","2459530.9999537035","658411201","0.97","< 8.85e-8","-","-","-","121.73","1e-8","0","bin693.log"
"Nov 19 2021","2459537.9999537035","659016001","0","< 5.66e-8","-","-","-","116.02","1e-8","0","bin694.log"
"Nov 26 2021","2459544.9999537035","659620801","1.85","< 8.47e-8","-","-","-","110.37","1e-8","0","bin695.log"
"Dec 03 2021","2459551.9999537035","660225601","0.79","< 6.65e-8","-","-","-","104.76","1e-8","0","bin696.log"
"Dec 10 2021","2459558.9999537035","660830401","0","< 5.75e-8","-","-","-","99.20","1e-8","0","bin697.log"
"Dec 17 2021","2459565.9999537035","661435201","0","< 4.99e-8","-","-","-","93.67","1e-8","0","bin698.log"
"Dec 24 2021","2459572.9999537035","662040001","0.2","< 7.30e-8","-","-","-","88.14","1e-8","0","bin699.log"
"Dec 31 2021","2459579.9999537035","662644801","2.48","< 6.72e-8","-","-","-","82.59","1e-8","0","bin700.log"
"Jan 07 2022","2459586.9999537035","663249601","0.5","< 5.15e-8","-","-","-","77.01","1e-8","0","bin701.log"
"Jan 14 2022","2459593.9999537035","663854401","1.29","< 5.49e-8","-","-","-","71.36","1e-8","0","bin702.log"
"Jan 21 2022","2459600.9999537035","664459201","0","< 4.39e-8","-","-","-","65.65","1e-8","0","bin703.log"
"Jan 28 2022","2459607.9999537035","665064001","0.06","< 4.93e-8","-","-","-","59.87","1e-8","0","bin704.log"
"Feb 04 2022","2459614.9999537035","665668801","1.54","< 8.49e-8","-","-","-","54.04","1e-8","0","bin705.log"
"Feb 11 2022","2459621.9999537035","666273601","0","< 4.09e-8","-","-","-","48.20","1e-8","0","bin706.log"
"Feb 18 2022","2459628.9999537035","666878401","1.86","< 6.24e-8","-","-","-","42.38","1e-8","0","bin707.log"
"Feb 25 2022","2459635.9999537035","667483201","0","< 4.11e-8","-","-","-","36.67","1e-8","0","bin708.log"
"Mar 04 2022","2459642.9999537035","668088001","3.95","< 1.05e-7","-","-","-","31.21","1e-8","0","bin709.log"
"Mar 11 2022","2459649.9999537035","668692801","0.01","< 5.18e-8","-","-","-","26.25","1e-8","0","bin710.log"
"Mar 18 2022","2459656.9999537035","669297601","0.72","< 6.89e-8","-","-","-","22.19","1e-8","0","bin711.log"
"Mar 25 2022","2459663.9999537035","669902401","1.63","< 6.39e-8","-","-","-","19.70","1e-8","0","bin712.log"
"Apr 01 2022","2459670.9999537035","670507201","0.29","< 8.21e-8","-","-","-","19.49","1e-8","0","bin713.log"
"Apr 08 2022","2459677.9999537035","671112001","0","< 7.56e-8","-","-","-","21.68","1e-8","0","bin714.log"
"Apr 15 2022","2459684.9999537035","671716801","1.77","< 7.39e-8","-","-","-","25.73","1e-8","0","bin715.log"
"Apr 22 2022","2459691.9999537035","672321601","0.8","< 4.52e-8","-","-","-","30.96","1e-8","0","bin716.log"
"Apr 29 2022","2459698.9999537035","672926401","0.24","< 6.47e-8","-","-","-","36.90","1e-8","0","bin717.log"
"May 06 2022","2459705.9999537035","673531201","0","< 6.08e-8","-","-","-","43.30","1e-8","0","bin718.log"
"May 13 2022","2459712.9999537035","674136001","0","< 4.44e-8","-","-","-","49.99","1e-8","0","bin719.log"
"May 20 2022","2459719.9999537035","674740801","0.33","< 7.36e-8","-","-","-","56.89","1e-8","0","bin720.log"
"May 27 2022","2459726.9999537035","675345601","2.09","< 8.32e-8","-","-","-","63.93","1e-8","0","bin721.log"
"Jun 03 2022","2459733.9999537035","675950401","0","< 4.24e-8","-","-","-","71.09","1e-8","0","bin722.log"
"Jun 10 2022","2459740.9999537035","676555201","0.1","< 4.25e-8","-","-","-","78.31","1e-8","0","bin723.log"
"Jun 17 2022","2459747.9999537035","677160001","0.53","< 5.50e-8","-","-","-","85.58","1e-8","0","bin724.log"
"Jun 24 2022","2459754.9999537035","677764801","0","< 3.89e-8","-","-","-","92.85","1e-8","0","bin725.log"
"Jul 01 2022","2459761.9999537035","678369601","0","< 4.75e-8","-","-","-","100.11","1e-8","0","bin726.log"
"Jul 08 2022","2459768.9999537035","678974401","0","< 4.84e-8","-","-","-","107.31","1e-8","0","bin727.log"
"Jul 15 2022","2459775.9999537035","679579201","1.67","< 8.93e-8","-","-","-","114.44","1e-8","0","bin728.log"
"Jul 22 2022","2459782.9999537035","680184001","0.64","< 8.07e-8","-","-","-","121.45","1e-8","0","bin729.log"
"Jul 29 2022","2459789.9999537035","680788801","0","< 3.10e-8","-","-","-","128.32","1e-8","0","bin730.log"
"Aug 05 2022","2459796.9999537035","681393601","1.45","< 5.37e-8","-","-","-","134.98","1e-8","0","bin731.log"
"Aug 12 2022","2459803.9999537035","681998401","0.03","< 5.51e-8","-","-","-","141.36","1e-8","0","bin732.log"
"Aug 19 2022","2459810.9999537035","682603201","0","< 5.41e-8","-","-","-","147.33","1e-8","0","bin733.log"
"Aug 26 2022","2459817.9999537035","683208001","0.43","< 7.24e-8","-","-","-","152.67","1e-8","0","bin734.log"
"Sep 02 2022","2459824.9999537035","683812801","0","< 3.33e-8","-","-","-","157.01","1e-8","0","bin735.log"
"Sep 09 2022","2459831.9999537035","684417601","0","< 7.20e-8","-","-","-","159.77","1e-8","0","bin736.log"
"Sep 16 2022","2459838.9999537035","685022401","0","< 5.26e-8","-","-","-","160.33","1e-8","0","bin737.log"
"Sep 23 2022","2459845.9999537035","685627201","0","< 6.41e-8","-","-","-","158.61","1e-8","0","bin738.log"
"Sep 30 2022","2459852.9999537035","686232001","0","< 2.87e-8","-","-","-","155.12","1e-8","0","bin739.log"
"Oct 07 2022","2459859.9999537035","686836801","3.2","< 2.82e-7","-","-","-","150.55","1e-8","0","bin740.log"
"Oct 14 2022","2459866.9999537035","687441601","0","< 1.62e-7","-","-","-","145.38","1e-8","0","bin741.log"
"Oct 21 2022","2459873.9999537035","688046401","0.47","< 5.60e-8","-","-","-","139.87","1e-8","0","bin742.log"
"Oct 28 2022","2459880.9999537035","688651201","0.19","< 7.20e-8","-","-","-","134.21","1e-8","0","bin743.log"
"Nov 04 2022","2459887.9999537035","689256001","0","< 3.88e-8","-","-","-","128.48","1e-8","0","bin744.log"
"Nov 11 2022","2459894.9999537035","689860801","1.72","< 9.34e-8","-","-","-","122.74","1e-8","0","bin745.log"
"Nov 18 2022","2459901.9999537035","690465601","0","< 2.83e-8","-","-","-","117.03","1e-8","0","bin746.log"
"Nov 25 2022","2459908.9999537035","691070401","0","< 3.32e-8","-","-","-","111.36","1e-8","0","bin747.log"
"Dec 02 2022","2459915.9999537035","691675201","0.1","< 5.79e-8","-","-","-","105.75","1e-8","0","bin748.log"
"Dec 09 2022","2459922.9999537035","692280001","0.57","< 4.25e-8","-","-","-","100.18","1e-8","0","bin749.log"
"Dec 16 2022","2459929.9999537035","692884801","0.35","< 6.75e-8","-","-","-","94.65","1e-8","0","bin750.log"
"Dec 23 2022","2459936.9999537035","693489601","0.29","< 8.30e-8","-","-","-","89.12","1e-8","0","bin751.log"
"Dec 30 2022","2459943.9999537035","694094401","0","< 4.40e-8","-","-","-","83.58","1e-8","0","bin752.log"
"Jan 06 2023","2459950.9999537035","694699201","0","< 3.71e-8","-","-","-","78.00","1e-8","0","bin753.log"
"Jan 13 2023","2459957.9999537035","695304001","0","< 2.33e-8","-","-","-","72.37","1e-8","0","bin754.log"
"Jan 20 2023","2459964.9999537035","695908801","0","< 3.57e-8","-","-","-","66.67","1e-8","0","bin755.log"
"Jan 27 2023","2459971.9999537035","696513601","0","< 4.67e-8","-","-","-","60.90","1e-8","0","bin756.log"
"Feb 03 2023","2459978.9999537035","697118401","0.07","< 6.25e-8","-","-","-","55.08","1e-8","0","bin757.log"
"Feb 10 2023","2459985.9999537035","697723201","0.01","< 5.79e-8","-","-","-","49.23","1e-8","0","bin758.log"
"Feb 17 2023","2459992.9999537035","698328001","0.7","< 5.74e-8","-","-","-","43.41","1e-8","0","bin759.log"
"Feb 24 2023","2459999.9999537035","698932801","0","< 3.98e-8","-","-","-","37.67","1e-8","0","bin760.log"
"Mar 03 2023","2460006.9999537035","699537601","0.02","< 4.64e-8","-","-","-","32.16","1e-8","0","bin761.log"
"Mar 10 2023","2460013.9999537035","700142401","0","< 4.45e-8","-","-","-","27.08","1e-8","0","bin762.log"
"Mar 17 2023","2460020.9999537035","700747201","0","< 6.21e-8","-","-","-","22.81","1e-8","0","bin763.log"
"Mar 24 2023","2460027.9999537035","701352001","0","< 5.82e-8","-","-","-","19.99","1e-8","0","bin764.log"
"Mar 31 2023","2460034.9999537035","701956801","0","< 3.17e-8","-","-","-","19.34","1e-8","0","bin765.log"
"Apr 07 2023","2460041.9999537035","702561601","0","< 4.12e-8","-","-","-","21.14","1e-8","0","bin766.log"
"Apr 14 2023","2460048.9999537035","703166401","0","< 4.17e-8","-","-","-","24.91","1e-8","0","bin767.log"
"Apr 21 2023","2460055.9999537035","703771201","0.77","< 9.39e-8","-","-","-","29.97","1e-8","0","bin768.log"
"Apr 28 2023","2460062.9999537035","704376001","0.1","< 7.77e-8","-","-","-","35.81","1e-8","0","bin769.log"
"May 05 2023","2460069.9999537035","704980801","0","< 4.87e-8","-","-","-","42.14","1e-8","0","bin770.log"
"May 12 2023","2460076.9999537035","705585601","0","< 4.61e-8","-","-","-","48.78","1e-8","0","bin771.log"
"May 19 2023","2460083.9999537035","706190401","0","< 4.81e-8","-","-","-","55.65","1e-8","0","bin772.log"
"May 26 2023","2460090.9999537035","706795201","2","< 7.76e-8","-","-","-","62.68","1e-8","0","bin773.log"
"Jun 02 2023","2460097.9999537035","707400001","0.97","< 5.82e-8","-","-","-","69.81","1e-8","0","bin774.log"
"Jun 09 2023","2460104.9999537035","708004801","0","< 4.41e-8","-","-","-","77.03","1e-8","0","bin775.log"
"Jun 16 2023","2460111.9999537035","708609601","19.64","7.72e-8","2.45e-8","-2.55","-","84.29","1e-8","0","bin776.log"
"Jun 23 2023","2460118.9999537035","709214401","2.5","< 6.45e-8","-","-","-","91.56","1e-8","0","bin777.log"
"Jun 30 2023","2460125.9999537035","709819201","17.95","7.95e-8","2.58e-8","-2.55","-","98.82","1e-8","0","bin778.log"
"Jul 07 2023","2460132.9999537035","710424001","1.05","< 7.39e-8","-","-","-","106.04","1e-8","0","bin779.log"
"Jul 14 2023","2460139.9999537035","711028801","0.3","< 6.42e-8","-","-","-","113.18","1e-8","0","bin780.log"
"Jul 21 2023","2460146.9999537035","711633601","1.21","< 7.38e-8","-","-","-","120.22","1e-8","0","bin781.log"
"Jul 28 2023","2460153.9999537035","712238401","0","< 3.85e-8","-","-","-","127.12","1e-8","0","bin782.log"
"Aug 04 2023","2460160.9999537035","712843201","0.16","< 4.87e-8","-","-","-","133.82","1e-8","0","bin783.log"
"Aug 11 2023","2460167.9999537035","713448001","0","< 3.03e-8","-","-","-","140.25","1e-8","0","bin784.log"
"Aug 18 2023","2460174.9999537035","714052801","0.71","< 6.25e-8","-","-","-","146.31","1e-8","0","bin785.log"
"Aug 25 2023","2460181.9999537035","714657601","3.51","< 8.39e-8","-","-","-","151.78","1e-8","0","bin786.log"
"Sep 01 2023","2460188.9999537035","715262401","20.78","1.07e-7","3.28e-8","-2.55","-","156.34","1e-8","0","bin787.log"
"Sep 08 2023","2460195.9999537035","715867201","1.43","< 7.77e-8","-","-","-","159.42","1e-8","0","bin788.log"
"Sep 15 2023","2460202.9999537035","716472001","2.2","< 1.13e-7","-","-","-","160.41","1e-8","0","bin789.log"
"Sep 22 2023","2460209.9999537035","717076801","1.2","< 9.75e-8","-","-","-","159.06","1e-8","0","bin790.log"
"Sep 29 2023","2460216.9999537035","717681601","12.71","8.23e-8","3.24e-8","-2.55","-","155.84","1e-8","0","bin791.log"
"Oct 06 2023","2460223.9999537035","718286401","0","< 5.56e-8","-","-","-","151.42","1e-8","0","bin792.log"
"Oct 20 2023","2460237.9999537035","719496001","0.6","< 7.93e-8","-","-","-","140.86","1e-8","0","bin794.log"
"Oct 27 2023","2460244.9999537035","720100801","0","< 3.06e-8","-","-","-","135.22","1e-8","0","bin795.log"
"Nov 03 2023","2460251.9999537035","720705601","5.62","5.40e-8","2.90e-8","-2.55","-","129.50","1e-8","0","bin796.log"
"Nov 10 2023","2460258.9999537035","721310401","0","< 5.50e-8","-","-","-","123.76","1e-8","0","bin797.log"
"Nov 24 2023","2460272.9999537035","722520001","4.92","5.41e-8","3.25e-8","-2.55","-","112.37","1e-8","0","bin799.log"
"Dec 01 2023","2460279.9999537035","723124801","4.8","4.53e-8","2.80e-8","-2.55","-","106.74","1e-8","0","bin800.log"
"Dec 08 2023","2460286.9999537035","723729601","1.81","< 8.48e-8","-","-","-","101.17","1e-8","0","bin801.log"
"Dec 15 2023","2460293.9999537035","724334401","0","< 4.14e-8","-","-","-","95.63","1e-8","0","bin802.log"
"Dec 22 2023","2460300.9999537035","724939201","0.48","< 7.09e-8","-","-","-","90.10","1e-8","0","bin803.log"
"Dec 29 2023","2460307.9999537035","725544001","0","< 4.87e-8","-","-","-","84.56","1e-8","0","bin804.log"
"Jan 05 2024","2460314.9999537035","726148801","0.49","< 5.65e-8","-","-","-","78.99","1e-8","0","bin805.log"
"Jan 12 2024","2460321.9999537035","726753601","1.61","< 5.89e-8","-","-","-","73.37","1e-8","0","bin806.log"
"Jan 26 2024","2460335.9999537035","727963201","0.43","< 5.85e-8","-","-","-","61.93","1e-8","0","bin808.log"
"Feb 02 2024","2460342.9999537035","728568001","0","< 3.68e-8","-","-","-","56.12","1e-8","0","bin809.log"
"Feb 09 2024","2460349.9999537035","729172801","0.02","< 5.22e-8","-","-","-","50.27","1e-8","0","bin810.log"
"Feb 16 2024","2460356.9999537035","729777601","2.2","< 9.67e-8","-","-","-","44.43","1e-8","0","bin811.log"
"Feb 23 2024","2460363.9999537035","730382401","0","< 3.22e-8","-","-","-","38.68","1e-8","0","bin812.log"
"Mar 01 2024","2460370.9999537035","730987201","0.34","< 5.66e-8","-","-","-","33.11","1e-8","0","bin813.log"
"Mar 08 2024","2460377.9999537035","731592001","0","< 6.70e-8","-","-","-","27.93","1e-8","0","bin814.log"
